ISO,Country,Subject Descriptor,Subject Notes,Units,Scale,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
DJI,Djibouti,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"2,709.90","2,742.21","2,797.36","2,860.02","2,936.40","3,037.02","3,190.57","3,346.93","3,511.78","3,497.81","3,584.95","3,819.79","3,865.86","3,967.32","4,106.50","4,357.07","4,417.63","4,545.09","4,912.06","5,228.33","5,096.11","5,300.02","5,559.92","5,862.64","6,171.68","6,488.88","6,816.42",2018
DMA,Dominica,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"12,639.18","12,893.43","12,636.71","13,029.58","13,946.09","13,844.08","14,842.58","16,037.76","17,451.29","18,640.79","18,848.53","19,123.37","19,026.41","19,624.18","20,443.00","20,699.16","21,592.95","19,208.79","19,119.73","20,875.83","18,640.16","18,870.57","20,371.93","21,593.59","22,672.53","23,672.66","24,510.87",2011
DMA,Dominica,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"4,681.18","4,775.34","4,680.26","4,825.77","5,165.22","5,127.44","5,497.25","5,939.91","6,463.44","6,904.00","6,980.94","7,082.73","7,046.82","7,268.22","7,571.48","7,666.36","7,997.39","7,114.37","7,081.38","7,731.79","6,903.76","6,989.10","7,545.16","7,997.63","8,397.23","8,767.65","9,078.10",2011
DMA,Dominica,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"6,371.19","6,506.29","6,426.82","6,967.00","7,378.05","7,663.21","8,268.80","9,036.83","9,875.59","9,841.45","10,037.30","10,224.05","10,233.44","10,510.08","11,288.05","11,242.48","11,825.95","11,055.18","11,157.76","12,216.20","11,072.82","11,230.81","12,155.67","12,920.77","13,578.80","14,172.99","14,657.07",2011
DOM,Dominican Republic,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"46,834.04","50,196.08","55,338.13","71,881.65","105,669.67","120,810.39","139,051.48","158,971.80","179,064.00","185,076.01","209,229.12","230,707.92","246,464.76","267,741.99","296,015.51","321,200.11","346,131.71","373,939.57","412,603.28","440,463.72","425,219.08","466,324.51","504,302.28","545,533.63","589,387.21","637,291.06","689,273.29",2019
DOM,Dominican Republic,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"2,894.30","3,007.38","3,158.39","2,460.55","2,540.85","4,008.36","4,188.72","4,803.47","5,194.80","5,151.17","5,688.75","6,063.35","6,274.87","6,413.93","6,805.66","7,139.51","7,521.27","7,874.94","8,340.96","8,595.61","7,530.19","7,951.35","8,452.84","8,988.61","9,546.21","10,146.75","10,787.97",2019
DOM,Dominican Republic,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"6,819.31","7,043.65","7,377.48","7,313.69","7,605.71","8,476.29","9,425.41","10,280.12","10,693.39","10,760.27","11,670.98","12,157.89","12,207.74","12,818.36","13,859.07","15,186.04","16,625.85","17,301.38","18,774.82","19,897.82","18,608.13","19,799.14","21,053.38","22,403.29","23,784.19","25,226.64","26,733.22",2019
ECU,Ecuador,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"1,461.84","1,909.42","2,180.39","2,434.98","2,700.12","3,025.01","3,351.48","3,588.31","4,267.47","4,241.94","4,633.25","5,192.88","5,664.89","6,030.50","6,347.00","6,099.35","6,046.30","6,216.61","6,318.48","6,260.60","5,520.36","5,665.18","5,768.78","5,849.39","5,947.93","6,066.53","6,199.90",2019
ECU,Ecuador,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"1,461.84","1,909.42","2,180.39","2,434.98","2,700.12","3,025.01","3,351.48","3,588.31","4,267.47","4,241.94","4,633.25","5,192.88","5,664.89","6,030.50","6,347.00","6,099.35","6,046.30","6,216.61","6,318.48","6,260.60","5,520.36","5,665.18","5,768.78","5,849.39","5,947.93","6,066.53","6,199.90",2019
ECU,Ecuador,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"5,908.76","6,141.97","6,356.35","6,537.80","7,140.55","7,656.83","8,092.43","8,342.25","8,883.96","8,840.18","9,089.63","9,842.96","10,280.26","11,106.12","11,657.90","11,014.89","11,009.16","11,623.72","11,881.73","11,924.00","11,008.71","11,330.60","11,574.75","11,870.29","12,192.13","12,540.98","12,914.45",2019
EGY,Egypt,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"5,587.61","5,775.87","5,982.04","6,455.75","7,363.37","8,008.77","8,995.80","10,640.48","12,521.23","14,250.30","16,120.85","17,909.05","20,299.39","21,990.54","24,539.17","27,459.55","29,773.63","36,449.58","45,699.28","53,812.94","57,693.45","60,993.80","67,905.41","75,651.61","84,298.20","94,072.54","104,953.05",2020
EGY,Egypt,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"1,636.75","1,566.20","1,355.28","1,252.40","1,195.60","1,331.36","1,563.74","1,862.16","2,271.23","2,578.88","2,922.80","3,077.34","3,379.01","3,404.34","3,520.36","3,731.18","3,653.67","2,484.54","2,577.27","3,056.98","3,586.97","3,831.88","4,092.99","4,344.41","4,548.01","4,833.46","5,305.07",2020
EGY,Egypt,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"6,502.52","6,742.36","6,929.26","7,133.37","7,482.13","7,900.57","8,516.06","9,186.53","9,821.88","10,130.29","10,529.38","10,694.41","11,620.12","11,726.03","11,350.95","11,957.71","11,616.34","11,158.25","11,797.90","12,445.21","12,789.91","13,083.41","13,859.94","14,679.01","15,513.06","16,402.43","17,339.70",2020
